"SK_MATRICULA";"NM_LOCALIDADE";"NM_CATEGORIATARIFARIA";"NM_SITUACAO_IMOVEL";"NN_MORADORES";"ST_PISCINA";"LAT_GEO";"LONG_GEO"
"0B4709BC6F4801688CA6DA8D63BFC1202D4824B9CCE77293D6271BB188DF4875";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.951211;-38.373836
CD247A9EB54DDB095B119A147C03040477C44310ED2F022FB26D591768E50D28;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950274;-38.373216
"7DAF55EE9C30F50629F6C16BFA5A459F4DC394B340E5A3F3EE8E2C12D4FDC0A8";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.949772;-38.372867
A807626D9B758EE3A84DBF1B32F3EED4BB1FFC4D499FD7EC49AF975E828CB071;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.949464;-38.371766
"88A1506F31FAB3A9843699050F4A5F3309EC477568824D0A23A767385FDDA278";SALVADOR UMB;RESIDENCIAL;HABITADO;18;0;-12.950654;-38.3715
D421B6A4E64A245C3798550C567D4901990FA0A7C1C5C8304E279B2279D47E94;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.94619;-38.370547
"67E42D1A8C13EC8ABEE74B479EF797FD88F5E177E464CE4C70E5DA81D0C69990";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945736;-38.370469
"2EB8A0E41413BB7621248F36FE38E2E114E8A5210FE75D26A3C6494B2AB61FF8";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.946743;-38.369137
"721452EFD50BD7328F64DF828F1E35CED5463C0CFFCBB4B007E526EFDE060C7F";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.948782;-38.369077
EEA948CE20B9D46A99A4D2DAB813056484FA2EDACA9CB0A30E600D5AE8F36104;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.943115;-38.366099
"5F3C12F427A5DB93832B65DB88E39FE088F3530019D7FF41D57198BC72A99734";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945109;-38.367315
D508FE3526FAA6032BD95ECB33ABF379B92C5103038DF14F674D9C2444CB257A;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.942911;-38.365862
"68E4C3F42067BA928E8B03F3F82E8DBF88A8AA60C840168A71EC79DB98E056C0";SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.940906;-38.365817
"3CEE1CF0020BF1CE24D884DF6F25105DD73B6DAE4CD844F207B3C9DD924768A9";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.941366;-38.366278
"7608D9DC912DE6126E384D5741C47C00CCA432188CDD9F8AE61DCF529A81AC28";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.941685;-38.365759
"3CC339F0C6E54BADA51641A38AB832A8316B8CB047592EDC148253582B60D120";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.940938;-38.365693
C8A5985594D7B6EE6E5927789C741701B68F076A0C95B742FD6F72E1FC190150;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.953565;-38.35095
"9CCFB68F531BF86A71576BEC14BC844C82961774DD275EDEACE46E0D486B818F";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945202;-38.36143
"13FF95B0FE8B43E50D97480F0ECA283CDAC5F7C21DCF4A774BC4C586A4964A1B";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.937206;-38.363013
"302FACB0D7AF54AAF5C2731340B36DB5FD41A6CB4089D261DE41C9A1054C3F37";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.940064;-38.364852
"9FF89AA52CE00CC7FB27F23BC74025DE8AAC391B8C790FE85645BECCC2D43F4C";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.938514;-38.36333
"94F9F91545DB781238946EBEF8E041DED88D4AEE00441F82BFDA45095F780693";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.9231;-38.357813
"0F2189E3B5BCA9927CFEC8D77761992394155F345E15A9CDF3287F0249A88438";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.924861;-38.358264
"501F92C1A4414E45F97B8EA0ADA085F10ED48DC7CEB5FD6EE313E72F4016AFE0";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.925999;-38.357752
EE8526D82C664524B6B60100D4873BB763BA3D834C57C3789C8521066EB7B843;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.925167;-38.357605
CE45AEA0503A4C51D9ECA590AA935B68DDD05DC8ADBA2F2839E76F5B748C81D4;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.949678;-38.343932
"1CA8CC4E6FD30F14C895BA155D7810BB6AAC77918B11A356D837340EE618612A";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950676;-38.356993
BE9DF9495D7B540C905DEAEA759DB0733E3C3AFE0AB4A47ED76A348FA50FA05A;SALVADOR UMB;RESIDENCIAL;HABITADO;3;1;-12.953705;-38.356031
D7E468CCE0CA8D8D7D1A18B0B3F98AA39DF99DBA6D7B5D953C49FFE51B5D5ED9;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.951246;-38.352809
"520D58978297A40A2C04229555B99AC73981F51BD610E7EA56646B1868DF1C00";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.934288;-38.365614
"3348570A3EEF92E81CD84B4D05852D80B197B4CD69C92F1E9DDDEF1DE83E05B0";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.931722;-38.366963
"78ABF7F3F41B6CB9A9D338DC69DB77C6709BCFF0792732BDA04DE0F3D73ABD43";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.934838;-38.359581
"1E9ABBCD5B31E82E3CB1B4DBE4AC16E0403B6822B3100C78307AB6636E476271";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.934543;-38.360075
D468C5EAD16C9D9FE4B08D0D3187A6D24257E973C688F925421ED4EEDE6B7EED;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.933929;-38.359528
C867D398929710A1F2B4A25294E00CAA23F71D48693A9D05C369BB325AD60486;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.931946;-38.358175
"38D910290855EB0A052CBF2F3E4CD17BCFFC011AAAF41AFE2986D18079946480";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.95137;-38.359145
DF66869B80654D9C5784949828E0CE0BF9C3E8E710D8B6DD3774F8D456E8717B;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.936653;-38.355452
"5A53516E4458BCFD257F43C2C545C6A17023D858DF8A91172E0DEDCDE33F8E8E";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.934924;-38.365115
"448FEA83E3F9F463639C5B6CAD7F1ED36F6F18F3AE5B6FF74EB3206C461DAC4D";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.935302;-38.363786
"625B5BABDBDD71FF80643456847A4A6684A749F803A465C4F981B26AED90E34B";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.936174;-38.363351
B88BD8FED92AAAD61E9FC80A2E7A1AB5302D0373EFC6EB044C6FADA377615EAE;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.934814;-38.36456
"28A0407876D9A3969E1198FF62DFF2C835D41DFE6488628163D03EA080674C3A";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.933911;-38.357885
"51C5FC2A3EFB6C01C0960956687E8649DCDF4BD93C4F1D8061255E3E1083F619";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.923584;-38.356925
FE8CD2F10BCF90C7F6AB347D8441674539998BB86A3DCA59F4FF40AF24CB4383;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.93715;-38.363635
B256F0884F2E18DA1573804E4D3468DAADBD725752FA642F5972E4AC7F2C0615;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.937133;-38.364394
AF8B074F9D3C32DC78D66A320A3E82E5B367A19CEF12F79EAA49736896C7DA01;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.938755;-38.365437
A5178CA5E723EFF1DA6F0EC80A2118824990625E447EC5B06F52AB7B12AB49DD;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.939293;-38.365395
DC7CF44E436B49D7B26C0EA382F06E5D5F6F7F2327267622DD7507A0F9CE7E0C;SALVADOR UMB;RESIDENCIAL;HABITADO;6;0;-12.938356;-38.366655
C8FA8980D2877D451CEE0780D71F475D04E020BB17A886C60830EE006F55026C;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.923206;-38.357354
"55AA612F646A772EE4AE8EA698424569E911A2DF23B35B9E7D814DA4A33C2385";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.938504;-38.367169
"62D56852954CB3B15B83B4BFB43CDC8ACD5C5743A99F8122458224908EC37B71";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.936922;-38.367203
"3E714EEAFE5B922892F743E000C3C139EDB70CDAEC8E55376A733CCFC175BFAE";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.935768;-38.366329
"0886228B9969A9A58A840E198E59B3CC45AE3C328FD5969993B31980FC6B099F";SALVADOR UMB;RESIDENCIAL;HABITADO;6;0;-12.94121;-38.360701
"2286E14D8DB414A7B8F5A0DFD27E05FE9325781060DF6202F4C1007BDEED1640";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.944595;-38.362421
"02B1C2B7DDD4C7EE2F53BAFAC4EF8EAC4826CA6B67AD3275D02FCC3C12566DCA";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.933604;-38.357624
F6ACD21918883817E872A2368A7FB8C988EC75671B95606DE423A769277376DE;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.934391;-38.358072
"0B0BCD7485AC4A6311C9AD8996FD36CA7DE15238E824B279A5B0FD496ABD9C8E";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.934552;-38.357232
"67DFBFBD6057A324E78489D675070CA9A0290A284CA754AB1D5E821F9D079BDE";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.934463;-38.358105
DE869C4119FAE5F50840EBFC661BAE8F1E2FFA50376A073B2310FCEA9BA3DBC7;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.935638;-38.36728
"0F06ABE3C584A5AD4FB648EE4C8E2D26277FCB0FE75C633ABB5D2E888616565A";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.937584;-38.360756
BB2CFE28B9DF789CB782532D153EF6CD202AF4E4F2B18B22B57E77E298654E74;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.93784;-38.359699
E87C563B56625D783C62D32AC52FCB4C4C299D267BFF632641AD14DE11C36135;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.938619;-38.360147
"0A5D69E940C25EA22B843254045ED86A2D5AAB38AF1169C509BF14409A9A994D";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.941472;-38.363193
"41550CFC44F99BBE613DB51F2D27A72D499553DEEAEDE42F0CB93F78D2F7B85E";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.942224;-38.362845
"90DC07FB261CEEB8872AE26E22FB68E379052A95D975F218F2862462AC84A77E";SALVADOR UMB;RESIDENCIAL;HABITADO;8;0;-12.942922;-38.362812
"2ADF8E165EEF209F904EAA75B36705E3FED04FED279CCF0CE15F823596234A21";SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.941069;-38.360603
D90E991E785A25677D8F13D19706E176D132926DFE432A91EE190696A8E02692;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.940997;-38.361688
"4341006DA454D7BF6B4FD8B5048E3FF7D52DAB4DE805A8A645414887B166CAF5";SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.940823;-38.360821
DE3D1DC65A07DBCEDF4112EE12CFFB6A408227C181BB39AD1EA9304694C2F43B;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.940544;-38.362334
C5B39DAFCAAD6B037FBD5952A6AC78E2A8BC74FC9F872C6B38C657F12D410B48;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.940092;-38.361855
F2D42658C00054766FBE4DFBF048F503FA5BECA97EA642645E773B9AD0BAAB3A;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.940302;-38.361631
"2619FBCFABB1E8DC0C5DF0EB248BEF30EAEF44920181AB79C0EF933ED1B7D7D3";SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.939507;-38.358714
"304231719EAE9CFCBB96CCA7E7CEA05CAEFC7F0885D49167BC07C9E0951A01EB";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.939869;-38.358709
"313A24AF01FFA29E55CE06D61632FF351553CF5717631626DDD743E25A68C88E";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.940045;-38.358892
"67254F354BCF29453EA9245DF1717B645ABC4236D41AB740B2F81EF1EFC2347F";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.939904;-38.359439
DAEAF66A4A1D8426BEF30D09E71A593ADF2418E2661C8988454B61ED4F23F589;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.939751;-38.362513
"1D8557544980CACC2CEE90BF78920617FE04E4CF7580A43FAD213A4362F51DFE";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.939683;-38.362038
"91E44231F4EB3DDC7F5205AA89DF382B8E805B386F70C12DD961784C30CFBEED";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.940462;-38.36293
"96B68B6E45A956C8810F0BFCE20C6F43F3DD79543BE35217EF0C0AE9E61F5266";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.939273;-38.361792
"68EF3780D5B9B7EB8318CF62EF1007012E63632B15A9C553BB2B024CFE0422FD";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.938937;-38.36115
"6B56BDEF376EDD11C6C1F9315B2B046F85F91BE8258F8E64BF14E95BFC3C1AE3";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.937627;-38.360444
"3FF0189B36BF9DF97C20D91BB9D6CFE4924C08C0A62825ADCA61F7FF203D7936";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.938773;-38.360279
FD5E3063E44DB1908545788B27AC827CC472594EF22F81242F6F957659B03603;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.938772;-38.359664
B078EB75D99CE9E435A554CB532413AEF215639C14AB9902795BBB0DFA102777;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.934496;-38.366852
"63FC6EF96ED3EE56CC31CF79FE69529E8F36874663D75AA164DB2D1A5C94A78E";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.936897;-38.359568
E196C97BCA9ED2A90DEAC68918702E0F05A540CBD6B44838B8386757C2FB10BF;SALVADOR UMB;RESIDENCIAL;HABITADO;8;0;-12.93591;-38.359187
"62F6C75D01E6366D85FAD73FF45B8EA5BF7797A938BC8C1C03D4CE59003D4E53";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.937126;-38.35952
EA6B9084242595BA183DF94002453835F76588496CED7AB209FFDC4B1CED06B1;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.936999;-38.359339
FADD7BBA77D3FBC614C7EE51D0E08F2530AB33161BCE30A5FA3A7C7D763F9E09;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.937668;-38.359041
"37F7A825E0A1BE25A3610D59EBC34D8ADBE948F39304493B07F5BCBE51D94EDB";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.936516;-38.35637
"2FF0774A49F3559ED573F3513726DBA7D0E0DF36359FA5C6A4C274FE5429CE9D";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.935541;-38.356271
B82D6B2D8E21F41D5FB93999C3E7F2E93B0DEC6219D945187AD3C01A2099D8A5;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.935077;-38.356478
"6EB2D5D1B3993D7C70451FC8EB15FA8E38980104A8BDC80F2160B404952817D3";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.937334;-38.358605
